# Fix print output for fix extra
0.00062500000000000001301 1.5625000000000003713e-05 256000.84999992957455 0.87775422835004623945 1.3356237127396857614e-05 1
0.001250000000000000026 1.5625000000000003713e-05 256000.84999971935758 0.90146820945631922495 1.3417112208014271728e-05 1
0.0018749999999999999306 1.5625000000000003713e-05 256000.84999937054818 0.92049923045049208969 1.3479689099654460256e-05 1
0.002500000000000000052 1.5625000000000003713e-05 256000.8499988852418 0.93577348075483501866 1.3543792362280362678e-05 1
0.0031250000000000001735 1.5625000000000003713e-05 256000.84999826533021 0.94803397015318702223 1.3609391181088479125e-05 1
0.0037499999999999998612 1.5625000000000003713e-05 256000.849997513782 0.95787674718368864824 1.367645085938277248e-05 1
0.0043750000000000004163 1.5625000000000003713e-05 256000.84999663350754 0.96577995956931028676 1.3744934346027882813e-05 1
0.0050000000000000001041 1.5625000000000003713e-05 256000.84999562834855 0.97212717049114949486 1.3814802883376153608e-05 1
0.0056249999999999997918 1.5625000000000003713e-05 256000.84999450243777 0.97722606550605473075 1.3886017564813165487e-05 1
0.0062500000000000003469 1.5625000000000003713e-05 256000.84999326011166 0.98132346087070765339 1.3958534034763656805e-05 1
0.0068750000000000000347 1.5625000000000003713e-05 256000.84999190614326 0.98461734418504720523 1.4032308878336057474e-05 1
0.0074999999999999997224 1.5625000000000003713e-05 256000.84999044588767 0.9872665339104272908 1.4107296813736018053e-05 1
0.0081250000000000002776 1.5625000000000003713e-05 256000.84998888481641 0.98939842845783687597 1.4183450226252131525e-05 1
0.0087500000000000008327 1.5625000000000003713e-05 256000.84998722869204 0.99111522254129913456 1.4260720463882618398e-05 1
0.0093749999999999996531 1.5625000000000003713e-05 256000.84998548374278 0.9924988938591602361 1.4339057276272999659e-05 1
0.010000000000000000208 1.5625000000000003713e-05 256000.84998365634237 0.99361520318282736675 1.4417718005165754212e-05 1
0.010625000000000000763 1.5625000000000003713e-05 256000.84998175335932 0.99451690311773410791 1.4497547949738876877e-05 1
0.011249999999999999584 1.5625000000000003713e-05 256000.84997978145839 0.99524631210642799939 1.457826834364821555e-05 1
0.011875000000000000139 1.5625000000000003713e-05 256000.84997774762451 0.99583737909263514432 1.4659822668298111003e-05 1
0.012500000000000000694 1.5625000000000003713e-05 256000.84997565866797 0.99631733962106394653 1.474215374612575199e-05 1
0.013124999999999999514 1.5625000000000003713e-05 256000.84997352189384 0.99670804420641823107 1.4825203216583510593e-05 1
0.013750000000000000069 1.5625000000000003713e-05 256000.849971343996 0.99702702383735786196 1.4908911726003139177e-05 1
0.014375000000000000625 1.5625000000000003713e-05 256000.84996913213399 0.99728834462379267745 1.4993219016903224506e-05 1
0.014999999999999999445 1.5625000000000003713e-05 256000.84996689396212 0.9975032934341881985 1.5077886934042667084e-05 1
0.015625 1.5625000000000003713e-05 256000.8499646364362 0.99768092757124071657 1.5163075791231548834e-05 1
0.016250000000000000555 1.5625000000000003713e-05 256000.84996236598818 0.99782851577241538088 1.5248672701537534073e-05 1
0.01687500000000000111 1.5625000000000003713e-05 256000.84996008989401 0.99795189213804147421 1.5334608700151541297e-05 1
0.017500000000000001665 1.5625000000000003713e-05 256000.84995781449834 0.9980557398068119479 1.5420821711859035723e-05 1
0.018124999999999998751 1.5625000000000003713e-05 256000.84995554684428 0.99814381857306710977 1.5507247869346408789e-05 1
0.018749999999999999306 1.5625000000000003713e-05 256000.84995329275262 0.99821914745358530929 1.559382340900963097e-05 1
0.019374999999999999861 1.5625000000000003713e-05 256000.84995105862617 0.99828415113186341756 1.5680484563948416922e-05 1
0.020000000000000000416 1.5625000000000003713e-05 256000.84994885014021 0.99834077742809379519 1.5767167697919464879e-05 1
0.020625000000000000971 1.5625000000000003713e-05 256000.84994667355204 0.99839059152896580951 1.5853811853105130608e-05 1
0.021250000000000001527 1.5625000000000003713e-05 256000.8499445336638 0.99843485157818212539 1.5940350845574990718e-05 1
0.021875000000000002082 1.5625000000000003713e-05 256000.84994243623805 0.99847456931485967235 1.6026722706815110185e-05 1
0.022499999999999999167 1.5625000000000003713e-05 256000.84994038613513 0.99851055871954330634 1.6112870264323208343e-05 1
0.023124999999999999722 1.5625000000000003713e-05 256000.84993838792434 0.99854347503583507084 1.6198678379795690088e-05 1
0.023750000000000000278 1.5625000000000003713e-05 256000.84993644608767 0.99857384606742827238 1.6284147835780471046e-05 1
0.024375000000000000833 1.5625000000000003713e-05 256000.84993456501979 0.99860209730939697437 1.636920306625078424e-05 1
0.025000000000000001388 1.5625000000000003713e-05 256000.84993274830049 0.99862857211655331469 1.6453784436630547201e-05 1
0.025625000000000001943 1.5625000000000003713e-05 256000.84993099962594 0.99865354787048232765 1.6537833159101921761e-05 1
0.026249999999999999029 1.5625000000000003713e-05 256000.84992932213936 0.99867724895590304079 1.6621291455996461869e-05 1
0.026874999999999999584 1.5625000000000003713e-05 256000.84992771869292 0.99869985717405540537 1.6704102581402131242e-05 1
0.027500000000000000139 1.5625000000000003713e-05 256000.84992619222612 0.99872152010003101275 1.6786210497552749737e-05 1
0.028125000000000000694 1.5625000000000003713e-05 256000.84992474521277 0.99874235779041786731 1.6867560560312028467e-05 1
0.028750000000000001249 1.5625000000000003713e-05 256000.8499233792536 0.99876246816737679346 1.6948099232480049316e-05 1
0.029375000000000001804 1.5625000000000003713e-05 256000.84992209656048 0.99878193134087056571 1.7027774197861945114e-05 1
0.02999999999999999889 1.5625000000000003713e-05 256000.84992089873413 0.99880081307881773967 1.7106534509180265722e-05 1
0.030624999999999999445 1.5625000000000003713e-05 256000.84991978635662 0.9988191675935903513 1.7184330319885010862e-05 1
0.03125 1.5625000000000003713e-05 256000.84991876105778 0.99883703977986104672 1.7261113315718783602e-05 1
0.031875000000000000555 1.5625000000000003713e-05 256000.84991782321595 0.99885446701212554643 1.7336836573249545407e-05 1
0.03250000000000000111 1.5625000000000003713e-05 256000.84991697361693 0.9988714805888909698 1.7411454639169410361e-05 1
0.033125000000000001665 1.5625000000000003713e-05 256000.84991621202789 0.99888810689324281089 1.7484923575350726433e-05 1
0.03375000000000000222 1.5625000000000003713e-05 256000.84991553879809 0.99890436832575713044 1.7557201000713995874e-05 1
0.034375000000000002776 1.5625000000000003713e-05 256000.84991495317081 0.99892028404127353181 1.7628240685971727355e-05 1
0.035000000000000003331 1.5625000000000003713e-05 256000.84991445502965 0.99893587056449650863 1.7698044444009547406e-05 1
0.035625000000000003886 1.5625000000000003713e-05 256000.84991404390894 0.9989511423091363973 1.7766369051363107271e-05 1
0.036249999999999997502 1.5625000000000003713e-05 256000.84991371864453 0.99896611190877981912 1.7833520229046998494e-05 1
0.036874999999999998057 1.5625000000000003713e-05 256000.84991347836331 0.99898079054572297419 1.7899250566312699493e-05 1
0.037499999999999998612 1.5625000000000003713e-05 256000.84991332161007 0.99899518824749045098 1.7963568031809564466e-05 1
0.038124999999999999167 1.5625000000000003713e-05 256000.84991324701696 0.99900931405515414063 1.8026474480725071932e-05 1
0.038749999999999999722 1.5625000000000003713e-05 256000.84991325283772 0.99902317619045299946 1.8087976486091179618e-05 1
0.039375000000000000278 1.5625000000000003713e-05 256000.84991333770449 0.99903678220824521095 1.8147953896013702639e-05 1
0.040000000000000000833 1.5625000000000003713e-05 256000.84991349975462 0.99905013910371609498 1.8206408071397736209e-05 1
0.040625000000000001388 1.5625000000000003713e-05 256000.84991373683442 0.99906325338453361162 1.8263314875861547679e-05 1
0.041250000000000001943 1.5625000000000003713e-05 256000.84991404722678 0.99907613114729665327 1.8318652455141048405e-05 1
0.041875000000000002498 1.5625000000000003713e-05 256000.84991442813771 0.99908877813561269843 1.8372400285806680861e-05 1
0.042500000000000003053 1.5625000000000003713e-05 256000.8499148779083 0.99910119978766620541 1.8424539827847210085e-05 1
0.043125000000000003608 1.5625000000000003713e-05 256000.84991539365728 0.99911340108715307462 1.8475701849888836797e-05 1
0.043750000000000004163 1.5625000000000003713e-05 256000.84991597227054 0.99912538685526974813 1.8524841354178225844e-05 1
0.04437499999999999778 1.5625000000000003713e-05 256000.84991661238018 0.99913716188926271489 1.8572314975458246354e-05 1
0.044999999999999998335 1.5625000000000003713e-05 256000.84991731116315 0.99914873073652932245 1.8618068206116210973e-05 1
0.04562499999999999889 1.5625000000000003713e-05 256000.84991806570906 0.99916009779281544922 1.8662096318309554963e-05 1
0.046249999999999999445 1.5625000000000003713e-05 256000.8499188736605 0.99917126730830296832 1.8704392586173468972e-05 1
0.046875 1.5625000000000003713e-05 256000.8499197322526 0.99918224339803585199 1.8744951844513122721e-05 1
